,JPN01-SolarGrid-post2016_exo,JPN02-SolarGrid-post2016_exo,JPN03-SolarGrid-post2016_exo,JPN04-SolarGrid-post2016_exo,JPN05-SolarGrid-post2016_exo,JPN06-SolarGrid-post2016_exo,JPN07-SolarGrid-post2016_exo,JPN08-SolarGrid-post2016_exo,JPN09-SolarGrid-post2016_exo,JPN01-OnshoreWind-post2016_exo,JPN02-OnshoreWind-post2016_exo,JPN03-OnshoreWind-post2016_exo,JPN04-OnshoreWind-post2016_exo,JPN05-OnshoreWind-post2016_exo,JPN06-OnshoreWind-post2016_exo,JPN07-OnshoreWind-post2016_exo,JPN08-OnshoreWind-post2016_exo,JPN09-OnshoreWind-post2016_exo,JPN01-SolarGrid-pre2016_exo,JPN02-SolarGrid-pre2016_exo,JPN03-SolarGrid-pre2016_exo,JPN04-SolarGrid-pre2016_exo,JPN05-SolarGrid-pre2016_exo,JPN06-SolarGrid-pre2016_exo,JPN07-SolarGrid-pre2016_exo,JPN08-SolarGrid-pre2016_exo,JPN09-SolarGrid-pre2016_exo,JPN01-OnshoreWind-pre2016_exo,JPN02-OnshoreWind-pre2016_exo,JPN03-OnshoreWind-pre2016_exo,JPN04-OnshoreWind-pre2016_exo,JPN05-OnshoreWind-pre2016_exo,JPN06-OnshoreWind-pre2016_exo,JPN07-OnshoreWind-pre2016_exo,JPN08-OnshoreWind-pre2016_exo,JPN09-OnshoreWind-pre2016_exo
8441,0,0,0,0,0,0,0,0,0,0.732,0.849,0.2,0.202,0.08,0.097,0.049,0.282,0.058,0,0,0,0,0,0,0,0,0,0.732,0.849,0.2,0.202,0.08,0.097,0.049,0.282,0.058
8442,0,0,0,0,0,0,0,0,0,0.751,0.833,0.178,0.218,0.08,0.106,0.027,0.094,0.048,0,0,0,0,0,0,0,0,0,0.751,0.833,0.178,0.218,0.08,0.106,0.027,0.094,0.048
8443,0,0,0,0,0,0,0,0,0,0.74,0.816,0.2,0.28,0.043,0.115,0.019,0.047,0.03,0,0,0,0,0,0,0,0,0,0.74,0.816,0.2,0.28,0.043,0.115,0.019,0.047,0.03
8444,0,0,0,0,0,0,0,0,0,0.696,0.783,0.2,0.246,0.043,0.069,0.023,0,0.038,0,0,0,0,0,0,0,0,0,0.696,0.783,0.2,0.246,0.043,0.069,0.023,0,0.038
8445,0,0,0,0,0,0,0,0,0,0.664,0.759,0.178,0.233,0.029,0.06,0.023,0,0.06,0,0,0,0,0,0,0,0,0,0.664,0.759,0.178,0.233,0.029,0.06,0.023,0,0.06
8446,0,0,0,0,0,0,0,0,0,0.638,0.741,0.156,0.224,0.029,0.055,0.034,0,0.063,0,0,0,0,0,0,0,0,0,0.638,0.741,0.156,0.224,0.029,0.055,0.034,0,0.063
8447,0,0,0,0,0,0,0,0,0,0.604,0.703,0.178,0.221,0.043,0.051,0.049,0,0.043,0,0,0,0,0,0,0,0,0,0.604,0.703,0.178,0.221,0.043,0.051,0.049,0,0.043
8448,0,0,0,0,0,0,0,0,0,0.557,0.678,0.156,0.196,0.036,0.074,0.064,0.094,0.058,0,0,0,0,0,0,0,0,0,0.557,0.678,0.156,0.196,0.036,0.074,0.064,0.094,0.058
8449,0,0,0,0,0,0,0,0,0,0.522,0.63,0.133,0.233,0.043,0.101,0.057,0.094,0.083,0,0,0,0,0,0,0,0,0,0.522,0.63,0.133,0.233,0.043,0.101,0.057,0.094,0.083
8450,0,0,0,0,0,0,0,0,0,0.506,0.629,0.156,0.224,0.036,0.124,0.023,0.141,0.131,0,0,0,0,0,0,0,0,0,0.506,0.629,0.156,0.224,0.036,0.124,0.023,0.141,0.131
8451,0,0,0,0,0,0,0,0,0,0.506,0.605,0.156,0.187,0.029,0.111,0.023,0.141,0.153,0,0,0,0,0,0,0,0,0,0.506,0.605,0.156,0.187,0.029,0.111,0.023,0.141,0.153
8452,0,0,0,0,0,0,0,0,0,0.498,0.608,0.133,0.19,0.029,0.106,0.027,0.141,0.191,0,0,0,0,0,0,0,0,0,0.498,0.608,0.133,0.19,0.029,0.106,0.027,0.141,0.191
8453,0,0,0,0,0,0,0,0,0,0.489,0.545,0.111,0.208,0.043,0.101,0.019,0.094,0.211,0,0,0,0,0,0,0,0,0,0.489,0.545,0.111,0.208,0.043,0.101,0.019,0.094,0.211
8454,0,0,0,0,0,0,0,0,0,0.479,0.544,0.111,0.246,0.051,0.069,0.023,0.047,0.239,0,0,0,0,0,0,0,0,0,0.479,0.544,0.111,0.246,0.051,0.069,0.023,0.047,0.239
8455,0.055,0.017,0.017,0.033,0.02,0.019,0.01,0.026,0.002,0.464,0.462,0.089,0.224,0.058,0.074,0.023,0.047,0.286,0.055,0,0.017,0.033,0.02,0.019,0.01,0.026,0.002,0.464,0.462,0.089,0.224,0.058,0.074,0.023,0.047,0.286
8456,0.261,0.076,0.091,0.243,0.089,0.144,0.053,0.123,0.023,0.453,0.362,0.067,0.124,0.058,0.069,0.015,0,0.246,0.261,0.017,0.091,0.243,0.089,0.144,0.053,0.123,0.023,0.453,0.362,0.067,0.124,0.058,0.069,0.015,0,0.246
8457,0.441,0.144,0.174,0.489,0.161,0.294,0.1,0.13,0.054,0.474,0.274,0.067,0.034,0.029,0.018,0.019,0,0.236,0.441,0.076,0.174,0.489,0.161,0.294,0.1,0.13,0.054,0.474,0.274,0.067,0.034,0.029,0.018,0.019,0,0.236
8458,0.509,0.188,0.361,0.595,0.203,0.35,0.134,0.164,0.079,0.447,0.252,0.067,0.025,0.029,0.014,0.023,0,0.279,0.509,0.144,0.361,0.595,0.203,0.35,0.134,0.164,0.079,0.447,0.252,0.067,0.025,0.029,0.014,0.023,0,0.279
8459,0.52,0.203,0.417,0.625,0.246,0.328,0.137,0.156,0.094,0.357,0.211,0.067,0.034,0.029,0.009,0.008,0,0.244,0.52,0.188,0.417,0.625,0.246,0.328,0.137,0.156,0.094,0.357,0.211,0.067,0.034,0.029,0.009,0.008,0,0.244
8460,0.483,0.251,0.427,0.52,0.228,0.249,0.132,0.126,0.105,0.312,0.158,0.044,0.028,0.029,0.014,0.011,0,0.246,0.483,0.203,0.427,0.52,0.228,0.249,0.132,0.126,0.105,0.312,0.158,0.044,0.028,0.029,0.014,0.011,0,0.246
8461,0.372,0.223,0.376,0.297,0.146,0.168,0.131,0.111,0.091,0.328,0.116,0.044,0.012,0.051,0.014,0.008,0,0.239,0.372,0.251,0.376,0.297,0.146,0.168,0.131,0.111,0.091,0.328,0.116,0.044,0.012,0.051,0.014,0.008,0,0.239
8462,0.181,0.151,0.268,0.126,0.082,0.109,0.089,0.108,0.055,0.302,0.094,0.044,0.019,0.043,0.023,0.004,0,0.178,0.181,0.223,0.268,0.126,0.082,0.109,0.089,0.108,0.055,0.302,0.094,0.044,0.019,0.043,0.023,0.004,0,0.178
8463,0.026,0.033,0.077,0.042,0.044,0.048,0.049,0.045,0.031,0.24,0.079,0.022,0.034,0.058,0.028,0.004,0.047,0.229,0.026,0.151,0.077,0.042,0.044,0.048,0.049,0.045,0.031,0.24,0.079,0.022,0.034,0.058,0.028,0.004,0.047,0.229
8464,0,0,0.004,0.002,0.007,0.007,0.011,0.011,0.009,0.245,0.077,0.022,0.04,0.094,0.041,0.004,0.047,0.259,0,0.033,0.004,0.002,0.007,0.007,0.011,0.011,0.009,0.245,0.077,0.022,0.04,0.094,0.041,0.004,0.047,0.259
8465,0,0,0,0,0,0,0,0,0,0.278,0.087,0.022,0.078,0.123,0.088,0.004,0.094,0.339,0,0,0,0,0,0,0,0,0,0.278,0.087,0.022,0.078,0.123,0.088,0.004,0.094,0.339
8466,0,0,0,0,0,0,0,0,0,0.263,0.098,0.022,0.09,0.13,0.083,0.03,0.141,0.364,0,0,0,0,0,0,0,0,0,0.263,0.098,0.022,0.09,0.13,0.083,0.03,0.141,0.364
8467,0,0,0,0,0,0,0,0,0,0.302,0.086,0.022,0.081,0.203,0.097,0.042,0.282,0.342,0,0,0,0,0,0,0,0,0,0.302,0.086,0.022,0.081,0.203,0.097,0.042,0.282,0.342
8468,0,0,0,0,0,0,0,0,0,0.339,0.079,0.022,0.096,0.283,0.12,0.042,0.377,0.279,0,0,0,0,0,0,0,0,0,0.339,0.079,0.022,0.096,0.283,0.12,0.042,0.377,0.279
8469,0,0,0,0,0,0,0,0,0,0.347,0.095,0.044,0.096,0.355,0.157,0.057,0.424,0.294,0,0,0,0,0,0,0,0,0,0.347,0.095,0.044,0.096,0.355,0.157,0.057,0.424,0.294
8470,0,0,0,0,0,0,0,0,0,0.378,0.116,0.044,0.131,0.435,0.189,0.064,0.471,0.269,0,0,0,0,0,0,0,0,0,0.378,0.116,0.044,0.131,0.435,0.189,0.064,0.471,0.269
8471,0,0,0,0,0,0,0,0,0,0.42,0.145,0.067,0.193,0.543,0.184,0.064,0.518,0.289,0,0,0,0,0,0,0,0,0,0.42,0.145,0.067,0.193,0.543,0.184,0.064,0.518,0.289
8472,0,0,0,0,0,0,0,0,0,0.469,0.173,0.067,0.215,0.572,0.194,0.064,0.612,0.299,0,0,0,0,0,0,0,0,0,0.469,0.173,0.067,0.215,0.572,0.194,0.064,0.612,0.299
8473,0,0,0,0,0,0,0,0,0,0.457,0.169,0.067,0.258,0.594,0.23,0.076,0.612,0.281,0,0,0,0,0,0,0,0,0,0.457,0.169,0.067,0.258,0.594,0.23,0.076,0.612,0.281
8474,0,0,0,0,0,0,0,0,0,0.447,0.204,0.067,0.299,0.594,0.253,0.189,0.659,0.286,0,0,0,0,0,0,0,0,0,0.447,0.204,0.067,0.299,0.594,0.253,0.189,0.659,0.286
8475,0,0,0,0,0,0,0,0,0,0.471,0.225,0.089,0.407,0.601,0.272,0.314,0.753,0.362,0,0,0,0,0,0,0,0,0,0.471,0.225,0.089,0.407,0.601,0.272,0.314,0.753,0.362
8476,0,0,0,0,0,0,0,0,0,0.469,0.194,0.089,0.448,0.659,0.244,0.341,0.847,0.44,0,0,0,0,0,0,0,0,0,0.469,0.194,0.089,0.448,0.659,0.244,0.341,0.847,0.44
8477,0,0,0,0,0,0,0,0,0,0.496,0.223,0.111,0.485,0.688,0.226,0.364,0.847,0.462,0,0,0,0,0,0,0,0,0,0.496,0.223,0.111,0.485,0.688,0.226,0.364,0.847,0.462
8478,0,0,0,0,0,0,0,0,0,0.48,0.197,0.133,0.513,0.71,0.198,0.352,0.847,0.465,0,0,0,0,0,0,0,0,0,0.48,0.197,0.133,0.513,0.71,0.198,0.352,0.847,0.465
8479,0.04,0.021,0.033,0.026,0.007,0.018,0.012,0.026,0.007,0.47,0.169,0.156,0.535,0.674,0.24,0.364,0.8,0.46,0.04,0,0.033,0.026,0.007,0.018,0.012,0.026,0.007,0.47,0.169,0.156,0.535,0.674,0.24,0.364,0.8,0.46
8480,0.207,0.107,0.196,0.203,0.032,0.146,0.109,0.145,0.07,0.471,0.148,0.133,0.625,0.478,0.3,0.42,0.8,0.46,0.207,0.021,0.196,0.203,0.032,0.146,0.109,0.145,0.07,0.471,0.148,0.133,0.625,0.478,0.3,0.42,0.8,0.46
8481,0.386,0.218,0.391,0.448,0.089,0.336,0.232,0.297,0.151,0.482,0.176,0.133,0.647,0.341,0.396,0.496,0.706,0.51,0.386,0.107,0.391,0.448,0.089,0.336,0.232,0.297,0.151,0.482,0.176,0.133,0.647,0.341,0.396,0.496,0.706,0.51
8482,0.506,0.252,0.552,0.587,0.104,0.494,0.246,0.375,0.202,0.413,0.246,0.111,0.731,0.145,0.406,0.485,0.659,0.47,0.506,0.218,0.552,0.587,0.104,0.494,0.246,0.375,0.202,0.413,0.246,0.111,0.731,0.145,0.406,0.485,0.659,0.47
8483,0.503,0.295,0.624,0.633,0.101,0.519,0.206,0.353,0.271,0.35,0.313,0.133,0.712,0.152,0.419,0.477,0.706,0.528,0.503,0.252,0.624,0.633,0.101,0.519,0.206,0.353,0.271,0.35,0.313,0.133,0.712,0.152,0.419,0.477,0.706,0.528
8484,0.448,0.332,0.632,0.57,0.121,0.438,0.287,0.379,0.315,0.398,0.327,0.133,0.737,0.167,0.479,0.432,0.706,0.54,0.448,0.295,0.632,0.57,0.121,0.438,0.287,0.379,0.315,0.398,0.327,0.133,0.737,0.167,0.479,0.432,0.706,0.54
8485,0.346,0.284,0.522,0.43,0.119,0.354,0.244,0.349,0.261,0.402,0.371,0.111,0.743,0.217,0.378,0.451,0.659,0.563,0.346,0.332,0.522,0.43,0.119,0.354,0.244,0.349,0.261,0.402,0.371,0.111,0.743,0.217,0.378,0.451,0.659,0.563
8486,0.175,0.185,0.339,0.279,0.096,0.249,0.176,0.256,0.192,0.427,0.344,0.089,0.737,0.196,0.258,0.473,0.612,0.648,0.175,0.284,0.339,0.279,0.096,0.249,0.176,0.256,0.192,0.427,0.344,0.089,0.737,0.196,0.258,0.473,0.612,0.648
8487,0.024,0.044,0.132,0.111,0.051,0.109,0.103,0.119,0.107,0.444,0.315,0.089,0.637,0.188,0.166,0.489,0.659,0.688,0.024,0.185,0.132,0.111,0.051,0.109,0.103,0.119,0.107,0.444,0.315,0.089,0.637,0.188,0.166,0.489,0.659,0.688
8488,0,0.001,0.007,0.006,0.007,0.014,0.028,0.026,0.029,0.459,0.285,0.067,0.544,0.217,0.157,0.519,0.706,0.661,0,0.044,0.007,0.006,0.007,0.014,0.028,0.026,0.029,0.459,0.285,0.067,0.544,0.217,0.157,0.519,0.706,0.661
8489,0,0,0,0,0,0,0,0,0,0.499,0.236,0.067,0.516,0.174,0.12,0.504,0.706,0.686,0,0.001,0,0,0,0,0,0,0,0.499,0.236,0.067,0.516,0.174,0.12,0.504,0.706,0.686
8490,0,0,0,0,0,0,0,0,0,0.523,0.243,0.067,0.454,0.152,0.124,0.511,0.706,0.601,0,0,0,0,0,0,0,0,0,0.523,0.243,0.067,0.454,0.152,0.124,0.511,0.706,0.601
8491,0,0,0,0,0,0,0,0,0,0.557,0.284,0.089,0.37,0.246,0.184,0.511,0.659,0.598,0,0,0,0,0,0,0,0,0,0.557,0.284,0.089,0.37,0.246,0.184,0.511,0.659,0.598
8492,0,0,0,0,0,0,0,0,0,0.503,0.278,0.089,0.361,0.283,0.24,0.523,0.612,0.555,0,0,0,0,0,0,0,0,0,0.503,0.278,0.089,0.361,0.283,0.24,0.523,0.612,0.555
8493,0,0,0,0,0,0,0,0,0,0.433,0.257,0.089,0.414,0.341,0.253,0.561,0.565,0.555,0,0,0,0,0,0,0,0,0,0.433,0.257,0.089,0.414,0.341,0.253,0.561,0.565,0.555
8494,0,0,0,0,0,0,0,0,0,0.42,0.204,0.089,0.476,0.355,0.235,0.572,0.518,0.59,0,0,0,0,0,0,0,0,0,0.42,0.204,0.089,0.476,0.355,0.235,0.572,0.518,0.59
8495,0,0,0,0,0,0,0,0,0,0.423,0.155,0.089,0.56,0.572,0.203,0.595,0.565,0.58,0,0,0,0,0,0,0,0,0,0.423,0.155,0.089,0.56,0.572,0.203,0.595,0.565,0.58
8496,0,0,0,0,0,0,0,0,0,0.443,0.17,0.111,0.619,0.551,0.152,0.602,0.565,0.658,0,0,0,0,0,0,0,0,0,0.443,0.17,0.111,0.619,0.551,0.152,0.602,0.565,0.658
8497,0,0,0,0,0,0,0,0,0,0.482,0.247,0.133,0.644,0.355,0.249,0.625,0.565,0.643,0,0,0,0,0,0,0,0,0,0.482,0.247,0.133,0.644,0.355,0.249,0.625,0.565,0.643
8498,0,0,0,0,0,0,0,0,0,0.454,0.212,0.156,0.606,0.428,0.3,0.633,0.612,0.606,0,0,0,0,0,0,0,0,0,0.454,0.212,0.156,0.606,0.428,0.3,0.633,0.612,0.606
8499,0,0,0,0,0,0,0,0,0,0.364,0.149,0.156,0.588,0.42,0.41,0.625,0.659,0.601,0,0,0,0,0,0,0,0,0,0.364,0.149,0.156,0.588,0.42,0.41,0.625,0.659,0.601
8500,0,0,0,0,0,0,0,0,0,0.353,0.126,0.178,0.581,0.326,0.406,0.602,0.706,0.613,0,0,0,0,0,0,0,0,0,0.353,0.126,0.178,0.581,0.326,0.406,0.602,0.706,0.613
8501,0,0,0,0,0,0,0,0,0,0.322,0.144,0.178,0.644,0.217,0.355,0.606,0.659,0.55,0,0,0,0,0,0,0,0,0,0.322,0.144,0.178,0.644,0.217,0.355,0.606,0.659,0.55
8502,0,0,0,0,0,0,0,0,0,0.339,0.138,0.178,0.631,0.109,0.346,0.519,0.706,0.528,0,0,0,0,0,0,0,0,0,0.339,0.138,0.178,0.631,0.109,0.346,0.519,0.706,0.528
8503,0.047,0.039,0.055,0.042,0.005,0.017,0.019,0.026,0.006,0.32,0.123,0.156,0.653,0.138,0.373,0.508,0.706,0.467,0.047,0,0.055,0.042,0.005,0.017,0.019,0.026,0.006,0.32,0.123,0.156,0.653,0.138,0.373,0.508,0.706,0.467
8504,0.257,0.169,0.269,0.261,0.016,0.165,0.153,0.156,0.072,0.33,0.102,0.156,0.662,0.116,0.419,0.553,0.753,0.457,0.257,0.039,0.269,0.261,0.016,0.165,0.153,0.156,0.072,0.33,0.102,0.156,0.662,0.116,0.419,0.553,0.753,0.457
8505,0.455,0.319,0.477,0.473,0.038,0.352,0.306,0.297,0.169,0.319,0.137,0.133,0.725,0.072,0.452,0.564,0.706,0.407,0.455,0.169,0.477,0.473,0.038,0.352,0.306,0.297,0.169,0.319,0.137,0.133,0.725,0.072,0.452,0.564,0.706,0.407
8506,0.562,0.41,0.62,0.594,0.065,0.505,0.391,0.45,0.248,0.318,0.199,0.133,0.743,0.297,0.475,0.561,0.659,0.389,0.562,0.319,0.62,0.594,0.065,0.505,0.391,0.45,0.248,0.318,0.199,0.133,0.743,0.297,0.475,0.561,0.659,0.389
8507,0.581,0.474,0.677,0.637,0.097,0.551,0.391,0.535,0.288,0.362,0.289,0.156,0.703,0.551,0.498,0.583,0.612,0.372,0.581,0.41,0.677,0.637,0.097,0.551,0.391,0.535,0.288,0.362,0.289,0.156,0.703,0.551,0.498,0.583,0.612,0.372
8508,0.524,0.431,0.64,0.587,0.104,0.455,0.362,0.461,0.285,0.382,0.344,0.156,0.715,0.565,0.525,0.598,0.565,0.407,0.524,0.474,0.64,0.587,0.104,0.455,0.362,0.461,0.285,0.382,0.344,0.156,0.715,0.565,0.525,0.598,0.565,0.407
8509,0.392,0.307,0.533,0.501,0.136,0.404,0.314,0.349,0.249,0.434,0.371,0.178,0.725,0.623,0.521,0.602,0.565,0.43,0.392,0.431,0.533,0.501,0.136,0.404,0.314,0.349,0.249,0.434,0.371,0.178,0.725,0.623,0.521,0.602,0.565,0.43
8510,0.194,0.166,0.355,0.344,0.1,0.304,0.258,0.279,0.179,0.547,0.409,0.178,0.712,0.652,0.456,0.606,0.518,0.535,0.194,0.307,0.355,0.344,0.1,0.304,0.258,0.279,0.179,0.547,0.409,0.178,0.712,0.652,0.456,0.606,0.518,0.535
8511,0.026,0.037,0.151,0.159,0.042,0.143,0.161,0.178,0.112,0.539,0.435,0.178,0.675,0.609,0.401,0.625,0.612,0.623,0.026,0.166,0.151,0.159,0.042,0.143,0.161,0.178,0.112,0.539,0.435,0.178,0.675,0.609,0.401,0.625,0.612,0.623
8512,0,0.001,0.01,0.014,0.004,0.019,0.034,0.033,0.035,0.597,0.445,0.178,0.656,0.464,0.406,0.614,0.659,0.653,0,0.037,0.01,0.014,0.004,0.019,0.034,0.033,0.035,0.597,0.445,0.178,0.656,0.464,0.406,0.614,0.659,0.653
8513,0,0,0,0,0,0,0,0,0.001,0.645,0.45,0.2,0.625,0.348,0.433,0.557,0.659,0.643,0,0.001,0,0,0,0,0,0,0.001,0.645,0.45,0.2,0.625,0.348,0.433,0.557,0.659,0.643
8514,0,0,0,0,0,0,0,0,0,0.664,0.435,0.2,0.609,0.203,0.392,0.53,0.565,0.633,0,0,0,0,0,0,0,0,0,0.664,0.435,0.2,0.609,0.203,0.392,0.53,0.565,0.633
8515,0,0,0,0,0,0,0,0,0,0.71,0.463,0.222,0.619,0.297,0.419,0.496,0.565,0.611,0,0,0,0,0,0,0,0,0,0.71,0.463,0.222,0.619,0.297,0.419,0.496,0.565,0.611
8516,0,0,0,0,0,0,0,0,0,0.707,0.466,0.2,0.65,0.261,0.461,0.42,0.612,0.553,0,0,0,0,0,0,0,0,0,0.707,0.466,0.2,0.65,0.261,0.461,0.42,0.612,0.553
8517,0,0,0,0,0,0,0,0,0,0.699,0.468,0.2,0.616,0.217,0.429,0.42,0.565,0.485,0,0,0,0,0,0,0,0,0,0.699,0.468,0.2,0.616,0.217,0.429,0.42,0.565,0.485
8518,0,0,0,0,0,0,0,0,0,0.67,0.472,0.178,0.575,0.261,0.327,0.356,0.518,0.467,0,0,0,0,0,0,0,0,0,0.67,0.472,0.178,0.575,0.261,0.327,0.356,0.518,0.467
8519,0,0,0,0,0,0,0,0,0,0.684,0.452,0.156,0.535,0.188,0.313,0.432,0.565,0.47,0,0,0,0,0,0,0,0,0,0.684,0.452,0.156,0.535,0.188,0.313,0.432,0.565,0.47
8520,0,0,0,0,0,0,0,0,0,0.656,0.505,0.178,0.591,0.101,0.336,0.47,0.565,0.477,0,0,0,0,0,0,0,0,0,0.656,0.505,0.178,0.591,0.101,0.336,0.47,0.565,0.477
8521,0,0,0,0,0,0,0,0,0,0.571,0.548,0.156,0.591,0.087,0.355,0.511,0.612,0.482,0,0,0,0,0,0,0,0,0,0.571,0.548,0.156,0.591,0.087,0.355,0.511,0.612,0.482
8522,0,0,0,0,0,0,0,0,0,0.443,0.575,0.133,0.644,0.065,0.392,0.534,0.659,0.49,0,0,0,0,0,0,0,0,0,0.443,0.575,0.133,0.644,0.065,0.392,0.534,0.659,0.49
8523,0,0,0,0,0,0,0,0,0,0.355,0.556,0.111,0.647,0.051,0.396,0.538,0.706,0.462,0,0,0,0,0,0,0,0,0,0.355,0.556,0.111,0.647,0.051,0.396,0.538,0.706,0.462
8524,0,0,0,0,0,0,0,0,0,0.33,0.528,0.111,0.675,0.051,0.392,0.583,0.706,0.482,0,0,0,0,0,0,0,0,0,0.33,0.528,0.111,0.675,0.051,0.392,0.583,0.706,0.482
8525,0,0,0,0,0,0,0,0,0,0.304,0.41,0.111,0.634,0.123,0.378,0.606,0.706,0.487,0,0,0,0,0,0,0,0,0,0.304,0.41,0.111,0.634,0.123,0.378,0.606,0.706,0.487
8526,0,0.001,0,0,0,0,0,0,0,0.265,0.278,0.111,0.56,0.116,0.396,0.572,0.612,0.447,0,0,0,0,0,0,0,0,0,0.265,0.278,0.111,0.56,0.116,0.396,0.572,0.612,0.447
8527,0.05,0.048,0.055,0.06,0.002,0.018,0.019,0.033,0.012,0.222,0.233,0.089,0.55,0.051,0.461,0.598,0.518,0.417,0.05,0.001,0.055,0.06,0.002,0.018,0.019,0.033,0.012,0.222,0.233,0.089,0.55,0.051,0.461,0.598,0.518,0.417
8528,0.247,0.197,0.268,0.269,0.009,0.178,0.157,0.193,0.112,0.232,0.218,0.067,0.507,0.065,0.456,0.576,0.471,0.455,0.247,0.048,0.268,0.269,0.009,0.178,0.157,0.193,0.112,0.232,0.218,0.067,0.507,0.065,0.456,0.576,0.471,0.455
8529,0.41,0.359,0.474,0.5,0.021,0.384,0.298,0.39,0.234,0.243,0.202,0.067,0.532,0.109,0.429,0.557,0.471,0.407,0.41,0.197,0.474,0.5,0.021,0.384,0.298,0.39,0.234,0.243,0.202,0.067,0.532,0.109,0.429,0.557,0.471,0.407
8530,0.497,0.475,0.618,0.643,0.036,0.539,0.384,0.468,0.328,0.248,0.181,0.067,0.594,0.087,0.392,0.545,0.518,0.382,0.497,0.359,0.618,0.643,0.036,0.539,0.384,0.468,0.328,0.248,0.181,0.067,0.594,0.087,0.392,0.545,0.518,0.382
8531,0.507,0.504,0.678,0.68,0.049,0.553,0.435,0.465,0.354,0.218,0.196,0.044,0.678,0.094,0.456,0.53,0.518,0.442,0.507,0.475,0.678,0.68,0.049,0.553,0.435,0.465,0.354,0.218,0.196,0.044,0.678,0.094,0.456,0.53,0.518,0.442
8532,0.446,0.428,0.647,0.665,0.06,0.491,0.404,0.439,0.376,0.215,0.161,0.044,0.731,0.08,0.433,0.466,0.471,0.59,0.446,0.504,0.647,0.665,0.06,0.491,0.404,0.439,0.376,0.215,0.161,0.044,0.731,0.08,0.433,0.466,0.471,0.59
8533,0.336,0.264,0.531,0.574,0.042,0.455,0.375,0.405,0.368,0.235,0.185,0.044,0.765,0.109,0.429,0.447,0.518,0.671,0.336,0.428,0.531,0.574,0.042,0.455,0.375,0.405,0.368,0.235,0.185,0.044,0.765,0.109,0.429,0.447,0.518,0.671
8534,0.172,0.134,0.348,0.379,0.033,0.331,0.311,0.327,0.322,0.28,0.233,0.044,0.768,0.261,0.424,0.436,0.565,0.628,0.172,0.264,0.348,0.379,0.033,0.331,0.311,0.327,0.322,0.28,0.233,0.044,0.768,0.261,0.424,0.436,0.565,0.628
8535,0.028,0.04,0.147,0.179,0.012,0.152,0.188,0.201,0.189,0.259,0.254,0.044,0.709,0.203,0.47,0.424,0.612,0.623,0.028,0.134,0.147,0.179,0.012,0.152,0.188,0.201,0.189,0.259,0.254,0.044,0.709,0.203,0.47,0.424,0.612,0.623
8536,0,0.001,0.01,0.016,0.002,0.02,0.047,0.045,0.058,0.249,0.289,0.067,0.678,0.333,0.378,0.375,0.659,0.641,0,0.04,0.01,0.016,0.002,0.02,0.047,0.045,0.058,0.249,0.289,0.067,0.678,0.333,0.378,0.375,0.659,0.641
8537,0,0,0,0,0,0,0,0,0.001,0.275,0.348,0.111,0.687,0.37,0.438,0.417,0.612,0.595,0,0.001,0,0,0,0,0,0,0.001,0.275,0.348,0.111,0.687,0.37,0.438,0.417,0.612,0.595
8538,0,0,0,0,0,0,0,0,0,0.331,0.423,0.111,0.709,0.377,0.484,0.383,0.612,0.47,0,0,0,0,0,0,0,0,0,0.331,0.423,0.111,0.709,0.377,0.484,0.383,0.612,0.47
8539,0,0,0,0,0,0,0,0,0,0.36,0.566,0.156,0.762,0.304,0.493,0.356,0.659,0.437,0,0,0,0,0,0,0,0,0,0.36,0.566,0.156,0.762,0.304,0.493,0.356,0.659,0.437
8540,0,0,0,0,0,0,0,0,0,0.36,0.571,0.178,0.743,0.413,0.465,0.356,0.659,0.364,0,0,0,0,0,0,0,0,0,0.36,0.571,0.178,0.743,0.413,0.465,0.356,0.659,0.364
8541,0,0,0,0,0,0,0,0,0,0.37,0.621,0.222,0.69,0.449,0.392,0.341,0.612,0.299,0,0,0,0,0,0,0,0,0,0.37,0.621,0.222,0.69,0.449,0.392,0.341,0.612,0.299
8542,0,0,0,0,0,0,0,0,0,0.41,0.687,0.244,0.662,0.457,0.396,0.345,0.612,0.281,0,0,0,0,0,0,0,0,0,0.41,0.687,0.244,0.662,0.457,0.396,0.345,0.612,0.281
8543,0,0,0,0,0,0,0,0,0,0.438,0.758,0.267,0.609,0.514,0.378,0.292,0.565,0.266,0,0,0,0,0,0,0,0,0,0.438,0.758,0.267,0.609,0.514,0.378,0.292,0.565,0.266
8544,0,0,0,0,0,0,0,0,0,0.428,0.793,0.267,0.575,0.536,0.355,0.292,0.518,0.276,0,0,0,0,0,0,0,0,0,0.428,0.793,0.267,0.575,0.536,0.355,0.292,0.518,0.276
8545,0,0,0,0,0,0,0,0,0,0.472,0.756,0.222,0.566,0.572,0.355,0.322,0.471,0.281,0,0,0,0,0,0,0,0,0,0.472,0.756,0.222,0.566,0.572,0.355,0.322,0.471,0.281
8546,0,0,0,0,0,0,0,0,0,0.481,0.744,0.222,0.597,0.572,0.415,0.242,0.471,0.251,0,0,0,0,0,0,0,0,0,0.481,0.744,0.222,0.597,0.572,0.415,0.242,0.471,0.251
8547,0,0,0,0,0,0,0,0,0,0.48,0.729,0.222,0.494,0.486,0.401,0.216,0.377,0.286,0,0,0,0,0,0,0,0,0,0.48,0.729,0.222,0.494,0.486,0.401,0.216,0.377,0.286
